gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
CHRDL2,Chordin-like protein 2,11,74407474,74442430,0.687250718737375,0.782802477459237,0.803968502738429,0.847188178016634,10454,312630,0.712768110210417,0.417525438451681,0.204320220570381,0.18777680091254,0.019318096117996,0.0130786207146344,0.0547737957500719,0.00972448930424114,704,114,10454,312630,264,Q6WN34,Chordin-like protein 2,11,74407474,74442430
CILP,Cartilage intermediate layer protein 1,15,65488337,65503826,0.209163443721221,0.478814698040951,0.637668879032918,0.512379956543433,10454,317421,0.920501426053439,100,100,0.7500277341848,100,100,0.0391744595690468,3.96834432251564e-05,619,11,10454,317421,265,O75339,Cartilage intermediate layer protein 1,15,65488337,65503826
CKAP4,Cytoskeleton-associated protein 4,12,106631655,106698057,0.86266830632816,0.785968416342588,0.434534838370775,0.500364990263655,10454,312455,0.834801462325105,100,100,0.181006716425334,100,100,0.0260971722699781,7.20744740728181e-06,1014,70,10454,312455,266,Q07065,Cytoskeleton-associated protein 4,12,106631655,106698057
CLEC10A,C-type lectin domain family 10 member A,17,6977856,6983626,0.770087192606575,0.726851763402609,0.978825198468536,0.955871548789247,10454,312918,0.923924308023769,0.0149348134917896,0.00375509971707979,0.617729335295139,0.491379916790758,0.278990265571001,0.205773232234371,0.0174256729860583,1072,246,10454,312918,267,Q8IUN9,C-type lectin domain family 10 member A,17,6977856,6983626
CLEC11A,C-type lectin domain family 11 member A,19,51226586,51228974,0.852434571705491,0.101436372196553,0.0865851103609066,0.0858804932325467,10454,312696,0.100352535370614,0.237420622062116,0.674805030065462,0.843852321137234,0.867654794706934,0.620528231028623,0.0422464426434563,0.00551915040529491,1138,173,10454,312696,268,Q9Y240,C-type lectin domain family 11 member A,19,51226586,51228974
CLEC12A,C-type lectin domain family 12 member A,12,10103915,10148293,0.83634827554121,0.821055539103187,0.624953848419332,0.889693199351376,10454,318326,0.648853049713827,0.713822457070283,0.494425846518404,0.0132618654034939,0.0377734021605946,0.517701055314814,0.0908610019930838,5.77189894513782e-05,1177,48,10454,318326,269,Q5QGZ9,C-type lectin domain family 12 member A,12,10103915,10148293
CLEC1A,C-type lectin domain family 1 member A,12,10222153,10264226,0.470174808137376,0.0861728897871452,0.768394622508487,0.914954760340111,10454,313327,0.10751080020131,0.273771328970965,0.980247256104025,0.0687985065851771,0.133418228991801,0.397103051867236,0.0549562970044202,0.000967728007892978,1339,189,10454,313327,270,Q8NC01,C-type lectin domain family 1 member A,12,10222153,10264226
CLEC1B,C-type lectin domain family 1 member B,12,10138241,10166023,0.806655879416835,0.894834025421285,0.779280030208493,0.930535629323784,10454,312346,0.81899037910317,0.797840549930406,0.527447379934306,0.56506436480112,0.777370370443408,0.677753257258983,0.0115726488501555,6.55104397043014e-06,1128,16,10454,312346,271,Q9P126,C-type lectin domain family 1 member B,12,10138241,10166023
CLEC3B,Tetranectin,3,45043040,45077563,0.715814172629487,0.784277706645692,0.83712476804338,0.952444159748939,10454,318092,0.755809607972945,100,100,0.0701920610559615,100,100,0.0207176990090458,4.67783351342479e-06,840,77,10454,318092,272,P05452,Tetranectin,3,45043040,45077563
CLEC4A,C-type lectin domain family 4 member A,12,8276228,8291203,0.785905600748759,0.278804719929042,0.850439072463218,0.505941151914659,10454,312713,0.426937749543737,0.594768568739382,0.522967391949751,0.0692628840443203,0.172370554886431,0.642244041836009,0.0739259800367117,0.102708757132291,1192,376,10454,312713,273,Q9UMR7,C-type lectin domain family 4 member A,12,8276228,8291203
CLEC4C,C-type lectin domain family 4 member C,12,7882011,7904201,0.379736215913226,0.724810939906177,0.789855710877294,0.922357262951682,10454,312713,0.677639241584751,0.484380690795992,0.258472502039275,0.496719304429473,0.266804204812796,0.139765510580394,0.367141821494387,0.00225625254957526,986,266,10454,312713,274,Q8WTT0,C-type lectin domain family 4 member C,12,7882011,7904201
CLEC4D,C-type lectin domain family 4 member D,12,8662071,8674962,0.520711774433327,0.465029640779454,0.0937848156697628,0.998196209339792,10454,312713,0.424262280924046,0.330246129799682,0.209148496627898,0.8909824608096,0.758413784834349,0.464818962091331,0.183220491006426,0.00321046992496858,934,168,10454,312713,275,Q8WXI8,C-type lectin domain family 4 member D,12,8662071,8674962
CLEC4G,C-type lectin domain family 4 member G,19,7793843,7798792,0.804477760785095,0.895238362143588,0.960055816548677,0.664494778454184,10454,312713,0.545009274496927,0.83262402952188,0.995664418113449,0.784099506836412,0.110334008791704,0.0373712185508057,0.0334490183211482,0.000299214455170586,1454,84,10454,312713,276,Q6UXB4,C-type lectin domain family 4 member G,19,7793843,7798792
CLEC4M,C-type lectin domain family 4 member M,19,7828035,7834491,0.471121104232489,0.612043380247085,0.126124708165238,0.0535821425409276,10454,317477,0.200046871153464,0.0263083247739396,0.0176202491381902,0.0111097092991709,0.0217378506492006,0.271386569593689,0.099687589669474,0.00824446987144601,1499,180,10454,317477,277,Q9H2X3,C-type lectin domain family 4 member M,19,7828035,7834491
CLEC5A,C-type lectin domain family 5 member A,7,141627157,141646807,0.341379660717537,0.714256362764797,0.334632996000147,0.892206638010775,10454,312746,0.945157949262123,100,100,0.850297997240588,100,100,0.0458635294547859,2.60307382194705e-05,617,80,10454,312746,278,Q9NY25,C-type lectin domain family 5 member A,7,141627157,141646807
CLEC6A,C-type lectin domain family 6 member A,12,8608522,8630926,0.197833108231479,0.235534419687593,0.0503054890194342,0.0933428894795254,10454,313474,0.0449279936351466,0.0607659225348813,0.208727757642841,0.500884047943529,0.792314560087942,0.910867760521739,0.161859235704988,0.00359655262947787,994,152,10454,313474,279,Q6EIG7,C-type lectin domain family 6 member A,12,8608522,8630926
CLEC7A,C-type lectin domain family 7 member A,12,10269376,10282857,0.384063282990868,0.635397881191547,0.202036525214005,0.858316681748126,10454,312284,0.239597112144396,0.263480767539349,0.25704703443252,0.841451674229576,0.81559095087868,0.544277415857341,0.540785117881901,0.218803392149297,1320,179,10454,312284,280,Q9BXN2,C-type lectin domain family 7 member A,12,10269376,10282857
CLGN,Calmegin,4,141309609,141349122,0.782979691833405,0.55250555611395,0.986518646483024,0.751597433925903,10454,318237,0.655027503160171,0.902287677298734,0.938090117503217,0.787098416471506,0.211969937830898,0.0817544625087845,0.263039771926387,0.0194497108607518,768,118,10454,318237,281,O14967,Calmegin,4,141309609,141349122
CLMP,CXADR-like membrane protein,11,122943035,123065989,0.378558562814652,0.568006523498788,0.741601029833744,0.726391025364038,10454,312360,0.845602266918688,0.981215204731085,0.997749111490671,0.873972773753206,0.695082709431385,0.402015525866998,0.0724451830259319,0.00043111953349508,1379,77,10454,312360,282,Q9H6B4,CXADR-like membrane protein,11,122943035,123065989
CLPS,Colipase,6,35762759,35765088,0.614495834421077,0.0019849838720562,0.0303318445243489,0.000502229976410307,10454,312699,0.160856544884377,0.312334023282789,0.547793105918556,0.0221413288334552,0.0146619889345616,0.0731737283424253,0.270813197686805,0.00598578358518128,725,400,10454,312699,283,P04118,Colipase,6,35762759,35765088
CLSTN2,Calsyntenin-2,3,139654027,140296239,0.0749826378703755,0.515853730376921,0.595075001575336,0.174538534831716,10454,312284,0.481654393646461,0.629745244464655,0.512102892179541,0.0210245423040184,0.0600609724805152,0.58385654826408,0.214478551586093,0.233222706326971,1389,635,10454,312284,284,Q9H4D0,Calsyntenin-2,3,139654027,140296239
CLSTN3,Calsyntenin-3,12,7282294,7311541,0.0567555717281481,0.276133700905012,0.0576064458223672,0.279276494304612,10454,317485,0.778226210749996,100,100,0.440008994276906,100,100,0.124500553366699,1.1283185446443e-06,700,170,10454,317485,285,Q9BQT9,Calsyntenin-3,12,7282294,7311541
CLUL1,Clusterin-like protein 1,18,596988,650334,0.490262507644872,0.523936570801331,0.24510889302809,0.627069723648396,10454,312687,0.371270674637242,0.426093454796388,0.34096999948577,0.126120520021438,0.0051877724664134,0.00422783642761792,0.354141198421382,0.0500755999125807,1615,509,10454,312687,286,Q15846,Clusterin-like protein 1,18,596988,650334
CNDP1,Beta-Ala-His dipeptidase,18,72201675,72254448,0.361173868199519,0.172659577892465,0.579806085604841,0.151987107228028,10454,312497,0.196089313163828,0.384877907236175,0.625318607181697,0.230047533939858,0.152020144348122,0.127153604338953,0.0919939076302937,0.0071278179367753,1064,239,10454,312497,287,Q96KN2,Beta-Ala-His dipeptidase,18,72201675,72254448
CNPY4,Protein canopy homolog 4,7,99717236,99723134,0.331159089042663,0.487437899878785,0.18528425938006,0.315434123216607,10454,312825,0.324137940335563,0.209313745288381,0.142050135654598,0.904778333205658,0.990595131078268,0.945996440080424,0.0202426426447549,0.00118687815452843,524,102,10454,312825,288,Q8N129,Protein canopy homolog 4,7,99717236,99723134
CNTN1,Contactin-1,12,41086244,41466220,0.393616072708816,0.484035352248819,0.770745637362949,0.934037934945594,10454,312214,0.800972046251672,0.953947230780609,0.860807357403889,0.0630232761045652,0.16364650246533,0.685394707752719,0.0713048013531631,3.14017941094714e-06,1929,184,10454,312214,289,Q12860,Contactin-1,12,41086244,41466220
CNTN2,Contactin-2,1,205012325,205047627,0.752100350447338,0.226860745628971,0.944925615920636,0.536641092788918,10454,312360,0.354218699858182,0.639829063621792,0.851886102146123,0.154221806602145,0.359040155810939,0.891354027532797,0.379108264796665,0.15065467883081,772,371,10454,312360,290,Q02246,Contactin-2,1,205012325,205047627
CNTN3,Contactin-3,3,74311719,74570291,0.514871632271009,0.830797848464448,0.606267974873455,0.627358479634257,10454,312640,0.174767638411669,0.393423101910567,0.876221857006404,0.156281091505063,0.351577519408732,0.776207671464741,0.0732775506485109,0.00116991152523707,1160,210,10454,312640,291,Q9P232,Contactin-3,3,74311719,74570291
CNTN4,Contactin-4,3,2140497,3099645,0.910495951149323,0.50477644945121,0.538269200614221,0.949698475577919,10454,312640,0.281355649769949,0.540384674350883,0.790653375497019,0.0123114104842842,0.0247058087835813,0.286503252702572,0.117956247144699,0.00040601196690229,3053,418,10454,312640,292,Q8IWV2,Contactin-4,3,2140497,3099645
CNTN5,Contactin-5,11,98891683,100229616,0.947241636055215,0.629548687090405,0.353570270531663,0.0745235596529673,10454,312534,0.032828410548166,0.0229054501342145,0.0833606901437818,0.723882784086254,0.37898778859653,0.177826314274642,0.253243694479765,0.00958133337829824,3697,396,10454,312534,293,O94779,Contactin-5,11,98891683,100229616
CNTNAP2,Contactin-associated protein-like 2,7,145813453,148118090,0.892209854468173,0.899521154927216,0.775642844440645,0.691436053409185,10454,312713,0.846916411592869,0.981454455883961,0.989562497082349,0.438942262137929,0.673061541665591,0.660603199947897,0.148915869363761,1.83166575367389e-05,3395,184,10454,312713,294,Q9UHC6,Contactin-associated protein-like 2,7,145813453,148118090
COCH,Cochlin,14,31343720,31364271,0.527070903968053,0.152337862819127,0.845198413109218,0.806888163502186,10454,317414,0.847423421287091,0.41103955743424,0.187008413357856,0.89527765639183,0.982660506277704,0.894288733549938,0.0968082639711705,0.00872757699569808,752,167,10454,317414,295,O43405,Cochlin,14,31343720,31364271
COL15A1,Collagen alpha-1(XV) chain,9,101705461,101833069,0.898670066625835,0.704223528084019,0.868793259417905,0.546823824485692,10454,317421,0.983714469040196,100,100,0.99081460933265,100,100,0.0408700528109107,1.86295892139314e-05,1264,64,10454,317421,296,P39059,Collagen alpha-1(XV) chain,9,101705461,101833069
COL18A1,Collagen alpha-1(XVIII) chain,21,46825052,46933634,0.562084503599217,0.211513487730508,0.0460502311186156,0.869092110769874,10454,312504,0.121902919307726,0.302209888258766,0.979174432783946,0.037255044848556,0.00381508851379098,0.00912158650139242,0.031929420311348,0.00059625970879339,1383,168,10454,312504,297,P39060,Collagen alpha-1(XVIII) chain,21,46825052,46933634
COL24A1,Collagen alpha-1(XXIV) chain,1,86194916,86622626,0.791846830264155,0.612911634759917,0.361606127380305,0.237946493876722,10454,317541,0.7113937705364,0.91442022206356,0.83753241129095,0.295367868343754,0.537835780305175,0.702957108994502,0.0156786929606482,6.56328245735187e-06,2068,78,10454,317541,298,Q17RW2,Collagen alpha-1(XXIV) chain,1,86194916,86622626
COL28A1,Collagen alpha-1(XXVIII) chain,7,7395834,7575484,0.997284302487189,0.51672842081398,0.97786186507746,0.793992152757553,10454,318237,0.59548950239944,0.659482769138247,0.458018191568991,0.417055418673164,0.0679262122792511,0.0298126612846782,0.351935726407541,0.0579349495503098,1949,266,10454,318237,299,Q2UY09,Collagen alpha-1(XXVIII) chain,7,7395834,7575484
COL2A1,Collagen alpha-1(II) chain,12,48366748,48398269,0.660350007347739,0.281940226480404,0.28031761105137,0.985645247522579,10454,318239,0.0531437315817795,0.0481372836532821,0.127059279060168,0.520812066870304,0.253351085256347,0.12660306124323,0.306151162723631,0.00913055865732946,1249,155,10454,318239,300,P02458,Collagen alpha-1(II) chain,12,48366748,48398269
COL4A1,Collagen alpha-1(IV) chain,13,110801318,110959496,0.363448706227525,0.141719840707407,0.382412413105183,0.425676124100607,10454,312630,0.0233335800563937,100,100,0.0282246478682721,100,100,0.0207787678042705,1.68140290922007e-06,1829,58,10454,312630,301,P02462,Collagen alpha-1(IV) chain,13,110801318,110959496
COL5A1,Collagen alpha-1(V) chain,9,137533620,137736686,0.572489154120135,0.337119797806386,0.218481024927914,0.0977947268083824,10454,318083,0.582378985666976,0.789293287666726,0.679369450670401,0.23112678579812,0.160481571990894,0.135771786147174,0.040588321276177,5.68001828164511e-05,1612,111,10454,318083,302,P20908,Collagen alpha-1(V) chain,9,137533620,137736686
COL9A1,Collagen alpha-1(IX) chain,6,70924764,71012786,0.464792967048899,0.82216227594753,0.682517920879943,0.244064221440473,10454,312713,0.846719728365236,0.216628216147965,0.0821605654652382,0.644608665639976,0.898108672629018,0.962900488389748,0.0254546027220815,0.00122484297179813,1235,137,10454,312713,303,P20849,Collagen alpha-1(IX) chain,6,70924764,71012786
COLEC12,Collectin-12,18,319361,500722,0.444124186569612,0.0664031077116927,0.71370241441198,0.564269855062455,10454,312664,0.245213789677402,0.0178993976786553,0.00966645435591385,0.915892406120508,0.122000978995579,0.0405124616056163,0.0548679689958671,0.00192500869219548,1527,215,10454,312664,304,Q5KU26,Collectin-12,18,319361,500722
COMP,Cartilage oligomeric matrix protein,19,18893583,18902123,0.845562028296237,0.294041794474287,0.207977924548589,0.458726015819341,10454,313018,0.915399162680305,100,100,0.793639606947848,100,100,0.0192292595172239,2.27767178286097e-05,885,116,10454,313018,305,P49747,Cartilage oligomeric matrix protein,19,18893583,18902123
COMT,Catechol O-methyltransferase,22,19929130,19957498,0.793521762395904,0.622388602873722,0.97648680253776,0.722264832460839,10454,313688,0.55687685511617,0.292850012872772,0.146247139808981,0.76880174164337,0.834465872631595,0.599649873341816,0.107216372492749,0.000618626520619193,1131,71,10454,313688,306,P21964,Catechol O-methyltransferase,22,19929130,19957498
CPA1,Carboxypeptidase A1,7,130020180,130027955,0.0199621795273079,0.00323873460247431,0.00542527169727697,0.0129646838411713,10454,312214,0.025281420090289,100,100,0.889279060468361,100,100,0.0160011308523903,3.7227953205442e-06,956,56,10454,312214,307,P15085,Carboxypeptidase A1,7,130020180,130027955
CPA2,Carboxypeptidase A2,7,129906667,129929638,0.118864272820592,0.441266067417477,0.889054733276443,0.300650843972974,10454,312463,0.0126693790065466,0.00950158519126919,0.0783865208222174,0.187813095529422,0.418704559547592,0.935778749582367,0.0993644116244074,0.00135472122498775,1042,59,10454,312463,308,P48052,Carboxypeptidase A2,7,129906667,129929638
CPA4,Carboxypeptidase A4,7,129932974,129964020,0.430429075900882,0.744736486822763,0.245866133825753,0.845890794713943,10454,318688,0.694029883383924,0.58604985271711,0.339079856778679,0.866180895235934,0.17869386374383,0.0645766348289237,0.2329172910152,0.059137537884272,1044,208,10454,318688,309,Q9UI42,Carboxypeptidase A4,7,129932974,129964020
CPB2,Carboxypeptidase B2,13,46627321,46679211,0.0159965691788982,0.449455309867198,0.410720091902512,0.330436277537139,10454,317415,0.443783606870949,0.708803206120212,0.749563592349906,0.281193145788111,0.076394707362242,0.0459789621460644,0.218351215075348,0.00407779133277725,1106,182,10454,317415,310,Q96IY4,Carboxypeptidase B2,13,46627321,46679211
