gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
CMTM1,16,66566392,66566393,0.125589244862975,0.324818189869075,0.102146837822501,0.377537278717395,10454,367182,633,ENSG00000089505.17,ENSG00000089505.17,0.527849220719043,100,100,0.694354956180058,100,100,0.0107190541880779,0.00409268165990056,1310,577,10454,367182,632,16,66566392,66566393
CMTM3,16,66603873,66603874,0.845306315560617,0.853187132026769,0.940214555985317,0.89043041466721,10454,367182,2703,ENSG00000140931.19,ENSG00000140931.19,0.923076165324277,0.99526105866095,0.989382194061931,0.0508519130774376,0.13328577417309,0.64104320194122,0.0154137747425658,0.00668849306688875,1248,547,10454,367182,2702,16,66603873,66603874
CMTM4,16,66696706,66696707,0.0823632147596048,0.137740419439523,0.480348245987126,0.731913376302233,10454,367182,5061,ENSG00000183723.12,ENSG00000183723.12,0.352003416512678,100,100,0.183632911752662,100,100,0.0105465298669366,0.00669036467630114,998,392,10454,367182,5060,16,66696706,66696707
CMTM6,3,32503407,32503408,0.632288133021605,0.0502929336864524,0.74101006091057,0.466726999311695,10454,367182,663,ENSG00000091317.7,ENSG00000091317.7,0.549414359789312,0.0898435059135268,0.0346810837687102,0.108025255034649,0.0926468009535555,0.140265262207231,0.0101413346943886,0.000156470638773979,2278,1059,10454,367182,662,3,32503407,32503408
CMTR2,16,71289714,71289715,0.443521741371896,0.792246525972785,0.825876130009275,0.694098068991544,10454,367182,4896,ENSG00000180917.17,ENSG00000180917.17,0.894115400259944,0.533438368188149,0.26565425787214,0.302759053207926,0.520420547546596,0.621163709124954,0.0144341556668791,0.142441968712549,1424,466,10454,367182,4895,16,71289714,71289715
CNBP,3,129183921,129183922,0.104137224174899,0.100516801871234,0.0435710877561631,0.361952390487431,10454,367182,4248,ENSG00000169714.16,ENSG00000169714.16,0.179300925052139,100,100,0.229734108572868,100,100,0.0483493174146988,0.00695157788913102,1647,698,10454,367182,4247,3,129183921,129183922
CNDP2,18,74495815,74495816,0.271251498744502,0.8837195898662,0.269017467018685,0.457942514907161,10454,367182,2262,ENSG00000133313.14,ENSG00000133313.14,0.675037736166388,100,100,0.304479459627385,100,100,0.158308352037412,0.00939232653308255,2258,1087,10454,367182,2261,18,74495815,74495816
CNGA1,4,48016671,48016672,0.6818637349754,0.253926712748208,0.829046451328288,0.53596984233592,10454,367182,5659,ENSG00000198515.13,ENSG00000198515.13,0.628897583188991,100,100,0.928125238539496,100,100,0.186314802344885,0.00039412395187439,2218,1249,10454,367182,5658,4,48016671,48016672
CNGA3,2,98346154,98346155,0.887736482560755,0.254756379974509,0.199495121846664,0.805346448154308,10454,367182,2875,ENSG00000144191.11,ENSG00000144191.11,0.431952133136501,0.133447422204946,0.0647870185296044,0.289468272839822,0.161815637322475,0.112374905981469,0.0169537937392851,0.0128654522999406,1348,638,10454,367182,2874,2,98346154,98346155
CNIH1,14,54441430,54441431,0.204807872922845,0.827549626288249,0.223290189166332,0.427919327985948,10454,367182,824,ENSG00000100528.11,ENSG00000100528.11,0.0597682229353489,100,100,0.166320338036779,100,100,0.159341739498316,0.00549907789737708,1918,848,10454,367182,823,14,54441430,54441431
CNIH4,1,224356849,224356850,0.195347179011844,0.997372758322325,0.0977975145701959,0.462836414266125,10454,367182,2854,ENSG00000143771.11,ENSG00000143771.11,0.659079042215369,100,100,0.904808256689825,100,100,0.16097601167616,0.034982921422419,1765,835,10454,367182,2853,1,224356849,224356850
CNKSR1,1,26177402,26177403,0.732554801530657,0.68856424669963,0.214281110032138,0.136482261393091,10454,367182,2779,ENSG00000142675.17,ENSG00000142675.17,0.0823928581416819,0.21126870869915,0.761233467725119,0.376663552014841,0.348724107946955,0.24962795330514,0.458912792985367,0.0453208601526875,1745,744,10454,367182,2778,1,26177402,26177403
CNN1,19,11538716,11538717,0.625011786644752,0.451801991816811,0.521096330132858,0.461852190867451,10454,367182,2104,ENSG00000130176.7,ENSG00000130176.7,0.457068680617683,100,100,0.454774025903303,100,100,0.0136776734673796,0.000327378011215142,1981,787,10454,367182,2103,19,11538716,11538717
CNN3,1,94927277,94927278,0.309038383109966,0.318896799692327,0.32031125890577,0.672289565583423,10454,367182,1638,ENSG00000117519.15,ENSG00000117519.15,0.490999976727486,100,100,0.679822595716069,100,100,0.0128608708138053,0.0013746576565473,2263,1284,10454,367182,1637,1,94927277,94927278
CNOT6L,4,77819614,77819615,0.884685220808557,0.321030023349551,0.348615080813508,0.738524202854754,10454,367182,2607,ENSG00000138767.12,ENSG00000138767.12,0.542196682261284,0.624972344055734,0.450814693799226,0.317226137334357,0.192048279337689,0.129401783955697,0.0193317058781839,0.00130244841547018,2144,1075,10454,367182,2606,4,77819614,77819615
CNOT7,8,17246569,17246570,0.910194168940512,0.573588693770441,0.512842117522572,0.734408794648921,10454,367182,5686,ENSG00000198791.11,ENSG00000198791.11,0.988482039731204,0.968516751582524,0.800637310472675,0.933431710812579,0.456348822615617,0.211370202113022,0.0944594254594925,0.00907350258209123,3634,1380,10454,367182,5685,8,17246569,17246570
CNOT8,5,154857552,154857553,0.539190131503865,0.147269162703197,0.403780151232614,0.879816540737489,10454,367182,3349,ENSG00000155508.13,ENSG00000155508.13,0.33718674022775,100,100,0.430983501766912,100,100,0.0341465078687034,0.00270970166669353,1835,904,10454,367182,3348,5,154857552,154857553
CNPPD1,2,219177921,219177922,0.675654553076548,0.678527793620238,0.605183054553716,0.787740314257024,10454,367182,1544,ENSG00000115649.15,ENSG00000115649.15,0.341175272080949,100,100,0.467623150420021,100,100,0.246661850561697,0.00417273224376254,1274,507,10454,367182,1543,2,219177921,219177922
CNPY4,7,100119612,100119613,0.0622358324982101,0.0963906617459993,0.0667685400095638,0.0675252982980334,10454,367182,4049,ENSG00000166997.7,ENSG00000166997.7,0.0981822382778834,0.0827487938218304,0.133693034264015,0.0457906591135179,0.111776643221761,0.530605723101479,0.0623748978675784,0.0439981204689939,1055,503,10454,367182,4048,7,100119612,100119613
CNR1,6,88166358,88166359,0.765987857311226,0.978753888502887,0.361378339308593,0.564741537057252,10454,367182,1661,ENSG00000118432.12,ENSG00000118432.12,0.235810306490456,100,100,0.638300493304194,100,100,0.0163066315567346,0.00037974347371107,2193,1052,10454,367182,1660,6,88166358,88166359
CNTF,11,58622672,58622673,0.643451801050802,0.800166784710231,0.816827832085842,0.313012685442049,10454,367182,7169,ENSG00000242689.2,ENSG00000242689.2,0.174281890142588,100,100,0.0251154194579729,100,100,0.0144855151171237,0.000805927442782915,2220,1189,10454,367182,7168,11,58622672,58622673
CNTFR,9,34590139,34590140,0.781565497711302,0.212737957864407,0.281733201198585,0.441058359581019,10454,367182,1839,ENSG00000122756.14,ENSG00000122756.14,0.996011311579823,0.762189365204282,0.461163396623907,0.555408196166287,0.509049635670547,0.31665773788193,0.1222844204436,0.00382312999978373,1674,903,10454,367182,1838,9,34590139,34590140
CNTN6,3,1092575,1092576,0.173339445960209,0.549036028375258,0.663692175452647,0.353988600560268,10454,367182,2293,ENSG00000134115.12,ENSG00000134115.12,0.431463227989379,0.285179925347352,0.169164973742648,0.0346153680404159,0.0621261600716123,0.295778178107871,0.0155527092337689,0.00793771766512419,3263,1326,10454,367182,2292,3,1092575,1092576
CNTNAP4,16,76277277,76277278,0.0487345775175755,0.293843747851628,0.296788580776561,0.802664687556483,10454,367182,3244,ENSG00000152910.18,ENSG00000152910.18,0.0582278410026658,100,100,0.759744660667609,100,100,0.109888433998242,0.0558262012647569,2464,1051,10454,367182,3243,16,76277277,76277278
CNTRL,9,121074862,121074863,0.00129695432063648,0.633407656985207,0.00134236167612789,0.215772581373996,10454,367182,1690,ENSG00000119397.16,ENSG00000119397.16,0.673394530546948,100,100,0.0108171944353243,100,100,0.0379861129530526,0.00732108440480164,1485,667,10454,367182,1689,9,121074862,121074863
CNTROB,17,7932123,7932124,0.463028772581075,0.219271074310319,0.137718548635522,0.445178889191232,10454,367182,4267,ENSG00000170037.13,ENSG00000170037.13,0.14121612416098,100,100,0.608500261944585,100,100,0.0470733212315292,0.00862565608399049,1914,774,10454,367182,4266,17,7932123,7932124
COA5,2,98608514,98608515,0.933760705755453,0.275108942423799,0.698132482322811,0.309523881635667,10454,367182,5041,ENSG00000183513.8,ENSG00000183513.8,0.341384624132532,100,100,0.33796651209664,100,100,0.106391510682644,0.0163853577348116,1378,598,10454,367182,5040,2,98608514,98608515
COA6,1,234373593,234373594,0.64291850312903,0.207151555622462,0.22165019035912,0.627424709634609,10454,367182,4154,ENSG00000168275.14,ENSG00000168275.14,0.480555266155503,100,100,0.0273284492621712,100,100,0.118308912154107,0.0215974190781252,2483,1042,10454,367182,4153,1,234373593,234373594
COA7,1,52698365,52698366,0.946204376646941,0.646507853806627,0.548721302443614,0.959146118307284,10454,367182,3617,ENSG00000162377.5,ENSG00000162377.5,0.836308862065891,100,100,0.213634971590688,100,100,0.143911990924654,0.000236279608376935,1635,525,10454,367182,3616,1,52698365,52698366
COBLL1,2,164843678,164843679,0.168545145255039,0.167513363869168,0.0553923531205747,0.0442106779966752,10454,367182,526,ENSG00000082438.15,ENSG00000082438.15,0.518046183900769,0.716746934623017,0.618280555655861,0.520173084490726,0.551598088697765,0.378268802044482,0.0115657909947064,0.00924896233106955,1762,760,10454,367182,525,2,164843678,164843679
COG2,1,230642491,230642492,0.723029076565855,0.908880883136217,0.395743979888322,0.671916047283591,10454,367182,2395,ENSG00000135775.13,ENSG00000135775.13,0.301359615273416,0.558517382267792,0.755682668955953,0.771657531217755,0.0689876580274466,0.0217780841669629,0.0206995820043244,0.0105004097364335,2812,1402,10454,367182,2394,1,230642491,230642492
COG4,16,70523564,70523565,0.798042470438697,0.560743722454138,0.700358228637945,0.565370669355084,10454,367182,927,ENSG00000103051.18,ENSG00000103051.18,0.440672496963309,100,100,0.0057433119484223,100,100,0.055235910440836,0.00246957120585393,1036,352,10454,367182,926,16,70523564,70523565
COG6,13,39655626,39655627,0.0389902191913721,0.513965676020721,0.7552510165875,0.481904434363779,10454,367182,2255,ENSG00000133103.16,ENSG00000133103.16,0.0905978305937158,0.238872672256158,0.993442396210592,0.0613231465118495,0.00459547521021013,0.00703454224213246,0.136773929361671,0.0190405789057714,2304,1210,10454,367182,2254,13,39655626,39655627
COL16A1,1,31704318,31704319,0.627063559481562,0.686920877961873,0.776818192279539,0.273588234234321,10454,367182,545,ENSG00000084636.17,ENSG00000084636.17,0.471150961407453,0.665671811966627,0.587254468290455,0.133142210479837,0.269060324891194,0.542915751487681,0.25995171120303,0.0291537987009318,1477,588,10454,367182,544,1,31704318,31704319
COL18A1,21,45405136,45405137,0.291475900412675,0.671593246310842,0.263434750518606,0.61435994085294,10454,367182,4999,ENSG00000182871.14,ENSG00000182871.14,0.492219407516536,100,100,0.00245201486165077,100,100,0.0871746867934369,0.000390328847098127,2307,1236,10454,367182,4998,21,45405136,45405137
COL1A1,17,50201631,50201632,0.406332371258978,0.349380604102451,0.38280919656524,0.251370225091798,10454,367182,1239,ENSG00000108821.13,ENSG00000108821.13,0.365744242277857,100,100,0.660481517556766,100,100,0.0297797936570025,0.00319063861899191,1826,887,10454,367182,1238,17,50201631,50201632
COL28A1,7,7535852,7535853,0.827419179354112,0.52609844842697,0.564311526710798,0.417320308446765,10454,367182,6074,ENSG00000215018.9,ENSG00000215018.9,0.792900868976025,0.303717301999828,0.128190786931694,0.499727114887855,0.252396512902156,0.129541578102648,0.297147951913201,0.000454329612410663,3286,1546,10454,367182,6073,7,7535852,7535853
COL4A2,13,110305811,110305812,0.744650107318495,0.659803103467849,0.598155271305761,0.808061952748563,10454,367182,2335,ENSG00000134871.17,ENSG00000134871.17,0.863944469457323,100,100,0.424195145790298,100,100,0.0103304463112959,0.00953419874083575,2944,1556,10454,367182,2334,13,110305811,110305812
COL6A4P2,3,130212822,130212823,0.43839921672833,0.731729279445954,0.541334208802741,0.488739255091012,10454,367182,6466,ENSG00000228252.9,ENSG00000228252.9,0.447539426228401,100,100,0.424193692552105,100,100,0.498281370603942,0.00691317450655853,1811,689,10454,367182,6465,3,130212822,130212823
COL8A2,1,36125219,36125220,0.629062647266536,0.73022724345413,0.958178838427359,0.23555939717524,10454,367182,4392,ENSG00000171812.12,ENSG00000171812.12,0.28685914916946,100,100,0.451288003278467,100,100,0.0241268213009875,0.0128453503242378,1154,522,10454,367182,4391,1,36125219,36125220
COLEC11,2,3594831,3594832,0.72759857407122,0.275936360055528,0.282228326366344,0.357775337826027,10454,367182,1649,ENSG00000118004.17,ENSG00000118004.17,0.874607845469289,0.235890731492549,0.0905969752789372,0.366330460930375,0.628008479331865,0.73526744926606,0.380213579951026,0.00195282000557577,2831,1442,10454,367182,1648,2,3594831,3594832
COLEC12,18,500721,500722,0.0182775487085877,0.685406185573487,0.198582764497425,0.101803448365044,10454,367182,3446,ENSG00000158270.11,ENSG00000158270.11,0.675242335301074,100,100,0.757905377867232,100,100,0.0103056983620379,0.0029389479124391,2924,1488,10454,367182,3445,18,500721,500722
COLGALT2,1,184037728,184037729,0.0619696622748042,0.0739338064114846,0.199778808371899,0.128433381854773,10454,367182,5684,ENSG00000198756.10,ENSG00000198756.10,0.24756418891745,100,100,0.537275806219439,100,100,0.289383870613384,0.00790652273017162,2211,993,10454,367182,5683,1,184037728,184037729
COLQ,3,15521750,15521751,0.416399568799921,0.033768888906224,0.0398361953702256,0.514415554962204,10454,367182,5911,ENSG00000206561.12,ENSG00000206561.12,0.194502337076296,0.28161308132564,0.356184432817345,0.68446223354217,0.632453058958277,0.386111825935713,0.0159058910554232,0.00779962603599338,1751,859,10454,367182,5910,3,15521750,15521751
COMMD10,5,116085473,116085474,0.746568349633773,0.867151349346054,0.906456169427632,0.506599788130418,10454,367182,2958,ENSG00000145781.8,ENSG00000145781.8,0.539963719826587,100,100,0.334189560587172,100,100,0.097443434718226,0.00319157409502574,2915,1158,10454,367182,2957,5,116085473,116085474
COMMD2,3,149752498,149752499,0.529723048591796,0.394041578444561,0.206918113819225,0.27242863544852,10454,367182,1482,ENSG00000114744.8,ENSG00000114744.8,0.655301802769223,0.302242918263012,0.138578598496757,0.164474039079797,0.0405951602928579,0.0343819825542113,0.217015963009835,0.00570500111500953,2108,1071,10454,367182,1481,3,149752498,149752499
COMMD6,13,75549438,75549439,0.982332333910045,0.826521599942998,0.969604790139615,0.932611855477194,10454,367182,5343,ENSG00000188243.12,ENSG00000188243.12,0.969037985672425,0.419154485722461,0.187463293590324,0.50579877948179,0.793312697795756,0.886626034789774,0.0170153619890194,0.000104141760354739,2031,918,10454,367182,5342,13,75549438,75549439
COMMD7,20,32743996,32743997,0.69554512965882,0.998705564203796,0.583783380267903,0.570920047080717,10454,367182,3113,ENSG00000149600.11,ENSG00000149600.11,0.842860851533903,100,100,0.168601000116782,100,100,0.0148207429387866,0.00703991202842301,1659,604,10454,367182,3112,20,32743996,32743997
COPA,1,160343270,160343271,0.156078645657288,0.99046824433707,0.945924818340196,0.814984048908817,10454,367182,1810,ENSG00000122218.14,ENSG00000122218.14,0.672688533664561,100,100,0.311106495877625,100,100,0.215566707201247,0.00193739101461678,1800,815,10454,367182,1809,1,160343270,160343271
COPB1,11,14500026,14500027,0.116254451470536,0.652465456160814,0.869491233515529,0.977236023688156,10454,367182,2076,ENSG00000129083.12,ENSG00000129083.12,0.941671471050737,100,100,0.972329526073049,100,100,0.0317453166021516,0.00512021385810552,1355,650,10454,367182,2075,11,14500026,14500027
COPB2,3,139389731,139389732,0.150144569497058,0.0224781951159942,0.0688668513189951,0.00536565916772186,10454,367182,5106,ENSG00000184432.9,ENSG00000184432.9,0.0132590392496544,0.00654947733969938,0.047640274489805,0.774437486781406,0.954724706262084,0.918232511156006,0.066526625391085,0.000451845263682359,2057,761,10454,367182,5105,3,139389731,139389732
COPE,19,18919396,18919397,0.703505970196399,0.226703222791644,0.199837874888039,0.179801540223336,10454,367182,1090,ENSG00000105669.13,ENSG00000105669.13,0.343775418325103,100,100,0.0898536154522124,100,100,0.0117082956392361,0.00238092365699335,1638,759,10454,367182,1089,19,18919396,18919397
COQ3,6,99394203,99394204,0.828642019118671,0.119115040970835,0.649396424501023,0.326288900903446,10454,367182,2211,ENSG00000132423.11,ENSG00000132423.11,0.822647330337395,100,100,0.0962575937402422,100,100,0.0412611031063635,0.00406207967861332,2450,1456,10454,367182,2210,6,99394203,99394204
COQ6,14,73949925,73949926,0.0418114633886164,0.469519018515149,0.224979520193599,0.570371026272235,10454,367182,1711,ENSG00000119723.16,ENSG00000119723.16,0.450176368825088,100,100,0.387135217335711,100,100,0.0118498111422094,0.023861740565247,2248,797,10454,367182,1710,14,73949925,73949926
CORO2B,15,68578968,68578969,0.770033752728365,0.936138559949612,0.356368712574956,0.174203244768269,10454,367182,972,ENSG00000103647.12,ENSG00000103647.12,0.959516747522471,0.982553125915299,0.856665579864585,0.832500055805724,0.00945008901379465,0.00231831503331238,0.0140890514590858,0.0266102181393125,1521,596,10454,367182,971,15,68578968,68578969
